id_producto,nombre_producto,categoria_producto,precio_producto,id_usuario,nombre_usuario,edad_usuario,genero_usuario,ubicacion_usuario,historial_compras,fecha_venta,cantidad_vendida,opiniones_usuarios,visitas_producto,carrito_abandonado,descuentos_aplicados,metodo_pago,frecuencia_compras,dispositivo_uso
1264,Producto A,Ropa,225.01,161,Luis,43,H,Ciudad C,Producto B,3/06/23,2,4,6,0,10,Efectivo,Trimestral,Móvil
1821,Producto D,Juguetes,360.72,148,Juan,37,H,Ciudad C,"Producto A,Producto D,Producto D",24/10/23,4,4,19,0,10,Transferencia,Semanal,Móvil
1600,Producto B,Ropa,135.56,184,Juan,27,M,Ciudad B,"Producto D,Producto D,Producto C,Producto D",8/08/23,1,4,17,0,0,Tarjeta,Mensual,Desktop
1115,Producto D,Ropa,227.91,175,Maria,56,H,Ciudad C,"Producto D,Producto D,Producto A,Producto C",7/07/23,9,2,2,0,10,Efectivo,Trimestral,Desktop
1783,Producto C,Ropa,204.48,109,Luis,34,H,Ciudad C,Producto C,29/01/23,2,1,2,1,10,Tarjeta,Semanal,Tablet
1545,Producto B,Hogar,49.55,147,Maria,18,M,Ciudad A,"Producto A,Producto B",2/08/23,9,2,17,0,0,Efectivo,Mensual,Móvil
1804,Producto A,Electronica,490.81,171,Luis,59,H,Ciudad A,"Producto A,Producto B,Producto A",27/12/23,9,5,2,0,5,Transferencia,Trimestral,Móvil
1842,Producto A,Juguetes,304.42,198,Ana,34,M,Ciudad C,Producto D,5/07/23,1,1,4,0,5,Transferencia,Semanal,Móvil
1946,Producto D,Electronica,121.2,169,Carlos,43,H,Ciudad C,"Producto B,Producto B",22/11/23,9,4,5,0,10,Tarjeta,Trimestral,Tablet
1607,Producto A,Juguetes,308.69,183,Carlos,69,M,Ciudad B,"Producto D,Producto D",21/09/23,4,2,4,0,10,Tarjeta,Mensual,Móvil
1805,Producto A,Ropa,248.03,159,Carlos,47,H,Ciudad B,"Producto B,Producto D,Producto A,Producto C",6/07/23,8,1,7,0,0,Tarjeta,Semanal,Tablet
1857,Producto B,Ropa,12.94,113,Maria,27,M,Ciudad B,Producto D,6/08/23,8,1,7,0,15,Tarjeta,Mensual,Móvil
1393,Producto C,Juguetes,456.66,182,Ana,66,H,Ciudad B,"Producto D,Producto B",28/02/23,8,1,4,0,5,Efectivo,Semanal,Móvil
1055,Producto D,Hogar,25.07,133,Ana,53,H,Ciudad B,"Producto C,Producto A,Producto B,Producto C",29/03/23,5,2,7,0,20,Transferencia,Trimestral,Desktop
1573,Producto C,Electronica,79.79,190,Ana,47,H,Ciudad C,Producto A,27/11/23,2,4,7,1,10,Transferencia,Trimestral,Tablet
1300,Producto D,Electronica,326.75,133,Maria,18,H,Ciudad B,"Producto A,Producto A,Producto B,Producto D",9/06/23,8,5,4,0,15,Tarjeta,Trimestral,Tablet
1089,Producto B,Electronica,95.2,108,Maria,35,H,Ciudad C,"Producto B,Producto C",6/10/23,4,3,16,1,15,Efectivo,Mensual,Desktop
1074,Producto C,Hogar,161.45,134,Juan,54,H,Ciudad A,"Producto B,Producto B,Producto B,Producto B",25/04/23,2,1,7,0,10,Tarjeta,Semanal,Tablet
1094,Producto B,Ropa,321.95,121,Luis,21,H,Ciudad A,"Producto A,Producto B,Producto A,Producto D",14/08/23,2,2,11,0,20,Transferencia,Semanal,Desktop
1272,Producto B,Juguetes,495.48,129,Sofia,69,M,Ciudad A,"Producto A,Producto A",12/10/23,8,4,16,0,10,Transferencia,Semanal,Desktop
1547,Producto D,Juguetes,143.31,116,Luis,21,M,Ciudad B,"Producto B,Producto D",23/12/23,6,2,2,0,10,Efectivo,Mensual,Tablet
1670,Producto C,Juguetes,254.06,137,Luis,38,M,Ciudad B,"Producto B,Producto D,Producto D,Producto D",20/12/23,8,2,1,0,10,Transferencia,Mensual,Tablet
1352,Producto D,Hogar,186.57,133,Carlos,58,M,Ciudad B,Producto D,17/05/23,4,3,9,0,0,Transferencia,Semanal,Móvil
1285,Producto B,Hogar,337.55,179,Carlos,45,M,Ciudad A,"Producto D,Producto C,Producto A",11/05/23,7,3,10,1,5,Transferencia,Trimestral,Tablet
1350,Producto D,Electronica,166.49,183,Maria,67,H,Ciudad C,"Producto A,Producto A,Producto B,Producto A",15/10/23,5,1,18,0,5,PayPal,Semanal,Tablet
1906,Producto B,Hogar,424.79,169,Juan,47,H,Ciudad B,"Producto B,Producto A,Producto D",19/03/23,4,1,3,0,0,Transferencia,Trimestral,Móvil
1489,Producto D,Electronica,460.24,142,Ana,21,M,Ciudad C,"Producto D,Producto A,Producto A",24/08/23,8,4,16,0,0,Efectivo,Trimestral,Tablet
1890,Producto D,Hogar,381.8,199,Ana,48,M,Ciudad C,"Producto C,Producto D,Producto C,Producto B",15/06/23,2,1,15,1,0,Efectivo,Mensual,Tablet
1391,Producto D,Electronica,358.04,156,Carlos,32,H,Ciudad A,"Producto C,Producto D,Producto C,Producto A",25/04/23,6,4,2,0,5,Tarjeta,Mensual,Desktop
1062,Producto A,Ropa,413.96,196,Ana,39,H,Ciudad C,"Producto A,Producto B",17/02/23,8,4,7,1,10,PayPal,Trimestral,Tablet
1417,Producto B,Electronica,153.7,180,Juan,49,H,Ciudad A,"Producto D,Producto C,Producto C,Producto C",8/04/23,3,2,9,1,5,Efectivo,Trimestral,Móvil
1506,Producto B,Hogar,278.38,135,Luis,50,H,Ciudad C,"Producto A,Producto A,Producto C",15/07/23,4,5,17,1,10,PayPal,Mensual,Móvil
1414,Producto A,Juguetes,417.48,178,Ana,26,H,Ciudad A,"Producto C,Producto B",1/01/23,5,4,19,1,5,PayPal,Mensual,Móvil
1639,Producto C,Hogar,124.83,191,Ana,24,H,Ciudad A,"Producto A,Producto A,Producto D,Producto B",30/12/23,1,4,1,0,0,Efectivo,Trimestral,Móvil
1526,Producto B,Hogar,398.4,140,Sofia,62,H,Ciudad C,"Producto A,Producto D,Producto A,Producto B",9/03/23,5,1,6,1,5,PayPal,Semanal,Tablet
1388,Producto C,Electronica,448.21,146,Ana,43,H,Ciudad B,"Producto B,Producto A,Producto D",11/12/23,2,4,7,0,5,Transferencia,Mensual,Desktop
1582,Producto B,Hogar,354.67,193,Carlos,20,H,Ciudad C,"Producto C,Producto D,Producto A",4/06/23,6,5,5,1,15,PayPal,Semanal,Tablet
1358,Producto A,Juguetes,420.22,165,Sofia,46,M,Ciudad C,Producto D,16/11/23,6,5,18,0,10,Transferencia,Trimestral,Desktop
1266,Producto B,Juguetes,366.4,101,Juan,58,H,Ciudad B,"Producto B,Producto B,Producto A",17/09/23,2,4,3,0,20,Transferencia,Mensual,Tablet
1069,Producto C,Hogar,375.09,173,Luis,23,H,Ciudad B,"Producto A,Producto C,Producto A",2/11/23,2,4,8,0,20,Transferencia,Mensual,Móvil
1696,Producto C,Electronica,99.9,158,Luis,61,H,Ciudad C,"Producto C,Producto C,Producto C",23/02/23,7,5,18,1,20,Efectivo,Mensual,Desktop
1522,Producto B,Hogar,167.73,108,Maria,48,H,Ciudad A,"Producto B,Producto A,Producto C",7/03/23,9,4,4,0,20,Efectivo,Semanal,Tablet
1287,Producto C,Ropa,21.4,121,Sofia,56,M,Ciudad A,"Producto D,Producto C,Producto A,Producto A",21/03/23,2,5,8,0,20,Tarjeta,Semanal,Desktop
1666,Producto B,vElectronica,236.64,199,Juan,58,H,Ciudad A,"Producto B,Producto A",2/09/23,9,4,5,1,5,Tarjeta,Mensual,Móvil
1519,Producto A,Hogar,162.74,167,Carlos,35,M,Ciudad C,Producto A,18/04/23,7,5,2,0,5,Tarjeta,Semanal,Desktop
1733,Producto B,Electronica,278.39,109,Carlos,29,H,Ciudad A,Producto A,8/02/23,1,3,16,0,5,PayPal,Mensual,Desktop
1139,Producto C,Ropa,381.76,135,Carlos,55,M,Ciudad B,"Producto C,Producto B,Producto B",17/05/23,9,2,4,0,0,Transferencia,Trimestral,Móvil
1044,Producto A,Electronica,115.35,133,Sofia,36,H,Ciudad B,"Producto A,Producto B,Producto D,Producto B",29/12/23,7,4,10,0,5,Tarjeta,Trimestral,Móvil
1824,Producto A,Ropa,322.07,146,Juan,32,H,Ciudad C,"Producto B,Producto A",23/03/23,5,1,10,1,20,Efectivo,Trimestral,Tablet
1957,Producto C,Electronica,113.77,103,Sofia,36,M,Ciudad B,Producto A,26/08/23,4,5,12,0,0,Tarjeta,Semanal,Desktop
1699,Producto C,Electronica,325.43,101,Luis,52,H,Ciudad A,"Producto A,Producto D",22/02/23,1,5,13,1,10,Transferencia,Semanal,Móvil
1186,Producto B,Electronica,196.13,130,Ana,22,M,Ciudad B,"Producto C,Producto D,Producto B,Producto D",1/02/23,5,3,11,0,5,PayPal,Semanal,Desktop
1852,Producto C,Ropa,41.51,149,Sofia,56,H,Ciudad B,"Producto D,Producto C,Producto D",28/09/23,8,2,13,1,20,Tarjeta,Semanal,Desktop
1255,Producto D,Hogar,163.99,113,Sofia,68,M,Ciudad C,Producto D,23/05/23,3,2,16,0,15,Transferencia,Trimestral,Desktop
1059,Producto A,Hogar,376.68,199,Luis,40,H,Ciudad B,"Producto D,Producto D",4/07/23,3,5,1,0,20,Transferencia,Mensual,Móvil
1729,Producto C,Electronica,491.0,147,Sofia,38,H,Ciudad C,Producto B,13/11/23,8,2,15,0,10,Efectivo,Trimestral,Móvil
1482,Producto C,Hogar,335.79,171,Luis,66,M,Ciudad C,"Producto B,Producto B",3/03/23,6,1,5,1,0,Efectivo,Mensual,Tablet
1457,Producto C,Juguetes,35.58,170,Maria,23,M,Ciudad A,"Producto C,Producto C,Producto D",1/11/23,8,2,4,1,10,Transferencia,Mensual,Desktop
1421,Producto C,Ropa,422.58,137,Carlos,49,H,Ciudad C,"Producto A,Producto B,Producto B",2/11/23,6,4,19,0,10,Tarjeta,Semanal,Móvil
1125,Producto D,Ropa,155.14,142,Maria,55,H,Ciudad B,"Producto D,Producto B,Producto D,Producto A",17/06/23,1,3,8,0,20,PayPal,Semanal,Desktop
1721,Producto A,Ropa,211.03,173,Carlos,54,M,Ciudad A,"Producto B,Producto A,Producto B,Producto D",29/08/23,6,5,2,1,0,PayPal,Semanal,Desktop
1757,Producto A,Electronica,57.33,176,Maria,30,H,Ciudad C,"Producto B,Producto B",17/07/23,8,4,17,0,15,Efectivo,Mensual,Tablet
1496,Producto C,Juguetes,367.97,123,Carlos,64,M,Ciudad C,Producto B,30/05/23,4,2,7,0,20,Efectivo,Trimestral,Tablet
1310,Producto A,Electronica,334.87,173,Luis,56,M,Ciudad A,"Producto B,Producto A,Producto D,Producto D",10/03/23,9,4,19,0,5,Transferencia,Semanal,Tablet
1274,Producto B,Electronica,220.94,178,Luis,35,M,Ciudad A,"Producto C,Producto D,Producto C,Producto A",19/10/23,7,2,5,0,20,Efectivo,Trimestral,Tablet
1275,Producto A,Ropa,372.39,166,Ana,65,M,Ciudad A,"Producto B,Producto B",31/08/23,2,1,6,0,20,PayPal,Trimestral,Móvil
1797,Producto D,Electronica,274.57,195,Juan,46,M,Ciudad A,"Producto D,Producto B,Producto D,Producto C",22/12/23,9,5,14,0,15,Tarjeta,Semanal,Tablet
1076,Producto B,Juguetes,153.87,184,Luis,56,H,Ciudad B,"Producto C,Producto B,Producto A",5/09/23,8,5,2,0,10,Tarjeta,Semanal,Móvil
1472,Producto C,Hogar,276.63,185,Juan,47,H,Ciudad A,"Producto A,Producto C",7/04/23,7,5,19,0,0,Transferencia,Trimestral,Móvil
1649,Producto D,Electronica,321.24,199,Sofia,30,H,Ciudad C,"Producto A,Producto A,Producto C",25/04/23,6,1,13,1,5,Transferencia,Mensual,Tablet
1240,Producto B,Juguetes,88.92,124,Juan,48,M,Ciudad C,"Producto A,Producto A,Producto D",3/10/23,1,5,15,1,20,Transferencia,Semanal,Móvil
1011,Producto B,Electronica,51.47,168,Juan,33,M,Ciudad B,"Producto B,Producto D",8/07/23,3,3,9,0,20,Efectivo,Semanal,Tablet
1482,Producto A,Juguetes,349.47,172,Juan,23,H,Ciudad B,"Producto B,Producto C,Producto D",11/04/23,5,1,2,1,10,Transferencia,Trimestral,Móvil
1270,Producto B,Electronica,69.11,141,Carlos,47,M,Ciudad C,"Producto B,Producto C,Producto B,Producto C",4/04/23,2,2,6,0,0,Efectivo,Mensual,Móvil
1717,Producto B,Juguetes,203.37,121,Carlos,45,H,Ciudad B,"Producto B,Producto D,Producto D",20/09/23,2,1,9,0,10,PayPal,Mensual,Desktop
1876,Producto A,Juguetes,462.27,124,Luis,53,M,Ciudad B,"Producto C,Producto B,Producto C,Producto D",8/05/23,4,1,17,0,10,PayPal,Trimestral,Tablet
1051,Producto C,Ropa,292.64,183,Maria,47,H,Ciudad C,Producto A,29/07/23,7,3,11,0,5,PayPal,Mensual,Tablet
1859,Producto D,Juguetes,175.44,169,Sofia,64,H,Ciudad C,Producto D,1/01/24,5,1,3,0,0,Efectivo,Trimestral,Tablet
1625,Producto C,Ropa,361.16,144,Juan,48,H,Ciudad A,"Producto A,Producto B,Producto A,Producto B",7/02/23,6,3,1,1,5,Tarjeta,Trimestral,Móvil
1428,Producto D,Ropa,136.49,117,Sofia,44,M,Ciudad C,"Producto D,Producto C,Producto B",15/10/23,2,2,8,1,20,Transferencia,Mensual,Móvil
1846,Producto B,Hogar,477.39,156,Sofia,38,H,Ciudad C,"Producto D,Producto B,Producto D",16/08/23,6,3,14,0,15,Transferencia,Mensual,Desktop
1672,Producto A,Electronica,156.7,175,Carlos,51,M,Ciudad C,"Producto C,Producto A,Producto A",18/09/23,7,3,18,0,0,Tarjeta,Trimestral,Tablet
1741,Producto D,Hogar,415.88,141,Ana,64,H,Ciudad C,"Producto B,Producto C,Producto C",4/07/23,2,1,8,0,15,PayPal,Semanal,Desktop
1245,Producto A,Electronica,105.34,153,Juan,55,H,Ciudad B,"Producto D,Producto C,Producto C",23/11/23,1,1,12,0,15,Tarjeta,Semanal,Tablet
1719,Producto C,Electronica,60.3,174,Juan,39,M,Ciudad C,"Producto A,Producto C,Producto C",1/03/23,7,5,13,1,5,Tarjeta,Mensual,Desktop
1139,Producto D,Hogar,490.71,139,Carlos,22,H,Ciudad B,Producto C,30/11/23,8,5,16,0,20,Tarjeta,Mensual,Tablet
1649,Producto D,Juguetes,326.32,199,Carlos,53,H,Ciudad C,"Producto A,Producto A,Producto C",23/10/23,7,4,10,1,15,Efectivo,Trimestral,Desktop
1850,Producto C,Hogar,200.04,122,Maria,46,M,Ciudad C,"Producto C,Producto A,Producto B,Producto B",14/01/23,2,4,7,0,20,PayPal,Mensual,Tablet
1945,Producto B,Juguetes,265.37,148,Juan,40,H,Ciudad B,"Producto D,Producto A,Producto D",11/06/23,8,5,12,0,0,PayPal,Mensual,Móvil
1564,Producto B,Hogar,406.33,169,Maria,40,H,Ciudad B,"Producto C,Producto C,Producto A,Producto A",9/03/23,2,5,3,1,15,Efectivo,Mensual,Tablet
1023,Producto C,Hogar,487.62,117,Sofia,50,H,Ciudad C,"Producto A,Producto A,Producto D",13/05/23,3,1,17,1,5,Transferencia,Trimestral,Tablet
1317,Producto B,Juguetes,230.37,199,Luis,48,M,Ciudad A,"Producto D,Producto A,Producto B,Producto C",1/03/23,1,5,16,1,20,Tarjeta,Semanal,Desktop
1428,Producto C,Juguetes,106.12,174,Maria,41,M,Ciudad C,"Producto A,Producto A,Producto B,Producto B",15/02/23,2,3,5,0,15,Efectivo,Semanal,Tablet
1984,Producto A,Hogar,156.28,196,Maria,41,M,Ciudad C,"Producto B,Producto B",28/03/23,2,4,16,0,0,Efectivo,Semanal,Tablet
1217,Producto D,Juguetes,160.44,164,Juan,30,M,Ciudad B,Producto B,14/10/23,8,2,8,0,5,Transferencia,Semanal,Móvil
1566,Producto A,Ropa,192.93,130,Carlos,38,M,Ciudad A,"Producto D,Producto A",14/11/23,9,4,10,0,10,Tarjeta,Semanal,Desktop
1197,Producto D,Juguetes,260.94,118,Ana,20,M,Ciudad C,"Producto B,Producto C",21/10/23,6,3,14,1,5,PayPal,Mensual,Móvil
1175,Producto C,Juguetes,157.08,112,Carlos,21,M,Ciudad C,Producto B,29/07/23,1,1,5,1,10,Tarjeta,Semanal,Móvil
1922,Producto D,Hogar,316.88,169,Juan,28,H,Ciudad C,"Producto C,Producto C,Producto C,Producto D",21/03/23,2,1,10,0,5,PayPal,Mensual,Móvil
1077,Producto A,Electronica,224.98,185,Carlos,54,H,Ciudad A,Producto D,27/06/23,9,5,15,0,5,Efectivo,Semanal,Móvil
1402,Producto B,Ropa,289.24,131,Maria,46,M,Ciudad C,"Producto A,Producto D",31/12/23,4,5,8,0,0,PayPal,Semanal,Desktop
1541,Producto B,Electronica,446.39,178,Luis,49,M,Ciudad B,"Producto C,Producto A,Producto B",15/05/23,1,4,17,0,20,Transferencia,Trimestral,Tablet
1941,Producto D,Electronica,423.35,116,Ana,32,H,Ciudad C,"Producto C,Producto B,Producto C,Producto A",18/02/23,7,3,7,0,10,Tarjeta,Trimestral,Tablet
1293,Producto B,Electronica,470.63,198,Maria,66,H,Ciudad B,"Producto D,Producto A",26/07/23,1,4,16,0,15,Tarjeta,Semanal,Desktop
1086,Producto D,Hogar,427.75,133,Sofia,29,M,Ciudad C,Producto C,10/04/23,5,1,8,0,15,Tarjeta,Mensual,Móvil
1453,Producto D,Ropa,159.87,166,Carlos,23,M,Ciudad A,Producto C,2/05/23,9,2,17,0,5,Transferencia,Mensual,Tablet
1067,Producto D,Electronica,301.39,187,Sofia,28,M,Ciudad B,Producto A,8/01/23,9,4,9,0,0,Tarjeta,Trimestral,Móvil
1463,Producto B,Electronica,17.21,120,Ana,36,H,Ciudad C,"Producto D,Producto D,Producto C,Producto B",26/08/23,1,5,2,0,20,Tarjeta,Mensual,Tablet
1764,Producto C,Electronica,382.01,141,Carlos,47,M,Ciudad B,"Producto D,Producto A,Producto C",14/01/23,8,3,13,1,20,PayPal,Mensual,Desktop
1753,Producto B,Juguetes,345.51,132,Ana,29,H,Ciudad C,"Producto A,Producto C,Producto C,Producto A",8/04/23,4,5,4,0,10,Tarjeta,Semanal,Desktop
1953,Producto C,Ropa,58.5,135,Sofia,60,M,Ciudad A,"Producto D,Producto A,Producto D,Producto B",29/11/23,8,1,5,0,15,Efectivo,Trimestral,Desktop
1560,Producto C,Ropa,499.45,122,Ana,46,H,Ciudad C,"Producto A,Producto B",20/04/23,3,2,15,0,20,PayPal,Semanal,Tablet
1666,Producto C,Juguetes,83.49,195,Sofia,26,M,Ciudad C,"Producto C,Producto C,Producto C,Producto B",31/08/23,9,3,12,1,15,PayPal,Mensual,Móvil
1269,Producto A,Electronica,413.68,164,Carlos,44,H,Ciudad C,"Producto C,Producto A",2/02/23,3,5,10,0,0,Tarjeta,Mensual,Móvil
1236,Producto C,Electronica,409.87,144,Maria,19,H,Ciudad A,"Producto A,Producto A,Producto A,Producto C",17/09/23,6,3,19,0,10,Tarjeta,Semanal,Tablet
1928,Producto A,Juguetes,65.79,157,Juan,65,H,Ciudad C,"Producto D,Producto C",18/11/23,7,2,17,0,20,PayPal,Mensual,Tablet
1901,Producto A,Hogar,455.51,187,Juan,57,H,Ciudad C,Producto C,20/09/23,1,1,10,1,15,PayPal,Mensual,Tablet
1528,Producto A,Electronica,320.7,191,Sofia,45,M,Ciudad B,Producto B,13/03/23,9,1,12,0,15,Transferencia,Semanal,Móvil
1002,Producto B,Hogar,125.31,149,Ana,63,H,Ciudad B,"Producto D,Producto D",26/09/23,1,3,18,1,5,PayPal,Semanal,Desktop
1808,Producto C,Electronica,146.43,156,Sofia,33,H,Ciudad A,"Producto A,Producto A,Producto D,Producto A",16/02/23,6,5,11,0,20,Efectivo,Mensual,Tablet
1829,Producto D,Hogar,223.01,198,Carlos,37,M,Ciudad C,"Producto B,Producto D",13/10/23,3,4,17,0,5,PayPal,Semanal,Desktop
1379,Producto A,Ropa,429.19,107,Juan,57,M,Ciudad A,"Producto A,Producto C",13/04/23,1,4,17,0,15,Tarjeta,Mensual,Móvil
1386,Producto D,Electronica,322.38,155,Carlos,52,M,Ciudad B,"Producto D,Producto A",23/12/23,6,3,10,0,10,Transferencia,Semanal,Tablet
1460,Producto A,Juguetes,402.23,131,Carlos,31,M,Ciudad A,Producto C,10/09/23,6,5,16,1,15,Transferencia,Mensual,Móvil
1472,Producto A,Electronica,282.46,100,Carlos,68,H,Ciudad A,"Producto B,Producto A,Producto C",2/01/23,1,5,9,0,10,PayPal,Trimestral,Tablet
1512,Producto B,Juguetes,381.59,197,Sofia,65,M,Ciudad C,"Producto D,Producto B,Producto B,Producto A",14/12/23,2,1,6,1,20,Efectivo,Trimestral,Tablet
1610,Producto B,Juguetes,394.69,124,Sofia,27,M,Ciudad B,"Producto C,Producto C,Producto D,Producto A",23/05/23,5,3,6,0,20,Tarjeta,Trimestral,Tablet
1666,Producto A,Hogar,14.51,146,Ana,18,H,Ciudad B,"Producto D,Producto D,Producto D,Producto D",2/03/23,1,4,19,0,20,Transferencia,Trimestral,Desktop
1347,Producto B,Hogar,328.18,109,Ana,49,H,Ciudad A,"Producto A,Producto D",1/01/23,3,3,5,0,15,Tarjeta,Semanal,Desktop
1095,Producto D,Electronica,64.72,152,Juan,59,M,Ciudad A,"Producto B,Producto B",24/12/23,5,5,11,0,15,PayPal,Semanal,Tablet
1852,Producto C,Juguetes,466.35,130,Luis,52,H,Ciudad B,"Producto A,Producto A,Producto B",4/01/23,4,3,7,0,15,PayPal,Mensual,Móvil
1842,Producto C,Ropa,99.01,124,Carlos,54,H,Ciudad C,"Producto C,Producto C,Producto B,Producto B",4/03/23,6,5,17,1,0,PayPal,Trimestral,Desktop
1185,Producto D,Hogar,323.28,155,Carlos,53,H,Ciudad C,"Producto C,Producto B",28/10/23,2,3,7,1,20,Transferencia,Mensual,Desktop
1927,Producto A,Ropa,324.05,125,Luis,68,M,Ciudad A,Producto B,15/06/23,3,4,8,1,5,Tarjeta,Trimestral,Móvil
1585,Producto D,Ropa,129.85,119,Juan,67,H,Ciudad B,Producto C,22/02/23,1,2,18,0,15,Efectivo,Semanal,Desktop
1435,Producto A,Hogar,143.03,151,Luis,50,M,Ciudad B,"Producto B,Producto C,Producto B,Producto C",28/04/23,1,1,6,0,10,Transferencia,Trimestral,Tablet
1123,Producto D,Ropa,387.0,121,Ana,36,M,Ciudad C,"Producto A,Producto A,Producto C",5/04/23,9,4,1,0,10,Tarjeta,Trimestral,Móvil
